RD_NAME,RN_ID,SZ_ID,SUBZONE_N,PA_ID,PLN_AREA_N,flood_scenario
Seletar Aerospace Drive,21585,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
,25043,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Drive,26255,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Way,23420,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Punggol Central,28767,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Drive,40257,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Punggol North Avenue,43208,293,PUNGGOL CANAL,16,PUNGGOL,V3_future_highest60mins
Seletar Expressway,13128,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Springside Road,26345,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Seletar Aerospace Drive,32904,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Punggol Central,28766,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Central,30599,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
,40259,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
,43389,293,PUNGGOL CANAL,16,PUNGGOL,V3_future_highest60mins
Woodlands Road,13744,277,GALI BATU,28,SUNGEI KADUT,V3_future_highest60mins
Springside View,26344,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
,32908,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Link,23123,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Drive,28156,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Sungei Kadut Avenue,14663,263,PANG SUA,28,SUNGEI KADUT,V3_future_highest60mins
Seletar West Link,35444,216,LOWER SELETAR,55,YISHUN,V3_future_highest60mins
Seletar Aerospace Link,23126,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
,32905,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Drive,25047,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Drive,25045,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Heights,25515,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
,40249,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Punggol North Avenue,43201,293,PUNGGOL CANAL,16,PUNGGOL,V3_future_highest60mins
Springside Place,26332,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Seletar Aerospace Link,34134,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
,25511,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Punggol Way,30659,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Road,39051,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Punggol Road,40250,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Edgefield Plains,40803,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Punggol North Avenue,43396,293,PUNGGOL CANAL,16,PUNGGOL,V3_future_highest60mins
Sungei Kadut Avenue,35332,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Woodlands Road,31571,277,GALI BATU,28,SUNGEI KADUT,V3_future_highest60mins
Woodlands Road,33567,277,GALI BATU,28,SUNGEI KADUT,V3_future_highest60mins
Sembawang Road,26337,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Seletar West Link,24211,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Seletar Aerospace Link,32907,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
,31082,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Heights,25512,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Drive,24205,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Sumang Walk,32874,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Way,27395,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Road,40253,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Choa Chu Kang Way,14641,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Sungei Kadut Avenue,14666,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Woodlands Road,31570,277,GALI BATU,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Road,15476,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Seletar Aerospace Link,35431,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Seletar Aerospace Drive,24203,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
,31084,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Punggol Drive,40254,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Woodlands Road,29162,277,GALI BATU,28,SUNGEI KADUT,V3_future_highest60mins
Springside Walk,26335,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Springside Place,26339,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Springside Avenue,26331,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Seletar Aerospace Link,23127,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Seletar Aerospace Heights,25514,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Edgefield Plains,43390,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Choa Chu Kang Way,14639,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Gali Batu Close,31599,277,GALI BATU,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Estate,29157,277,GALI BATU,28,SUNGEI KADUT,V3_future_highest60mins
Mandai Lake Road,37378,266,MANDAI WEST,50,MANDAI,V3_future_highest60mins
Sembawang Road,34088,327,NEE SOON,55,YISHUN,V3_future_highest60mins
,34089,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Springside Link,17326,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Springside Walk,17322,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Seletar Aerospace Crescent,27040,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Seletar Aerospace Link,34133,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Punggol Field,32027,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
,40896,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Punggol Drive,40248,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Lim Chu Kang Road,21888,307,MURAI,32,WESTERN WATER CATCHMENT,V3_future_highest60mins
Choa Chu Kang Way,33492,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Gali Batu Close,31598,277,GALI BATU,28,SUNGEI KADUT,V3_future_highest60mins
Sembawang Road,28114,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Springside Link,17323,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Lentor Avenue,24468,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Seletar Aerospace Crescent,34137,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
,28159,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
,25038,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Seletar Aerospace Drive,25046,264,SELETAR AEROSPACE PARK,18,SELETAR,V3_future_highest60mins
Punggol Central,40891,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Meng Suan Road,17336,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Meng Suan Road,17340,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Thong Bee Road,37380,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Punggol Field,32877,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Central,40242,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Lim Chu Kang Road,27197,307,MURAI,32,WESTERN WATER CATCHMENT,V3_future_highest60mins
Meng Suan Road,17341,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Sembawang Road,33248,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Punggol Field,32871,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Meng Suan Road,17339,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Springside Green,17312,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Seletar Aerospace Crescent,34139,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Seletar Aerospace Crescent,28161,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
,30657,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Walk,28772,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Place,41152,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Drive,40800,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Lim Chu Kang Road,21889,307,MURAI,32,WESTERN WATER CATCHMENT,V3_future_highest60mins
Springside Avenue,17319,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Springside Green,17318,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Seletar Aerospace Crescent,34140,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Seletar Aerospace Link,27039,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Sumang Lane,27387,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Field,18072,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
,39049,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Springside Avenue,17316,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
,28770,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Place,40886,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
,40237,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Punggol Drive,40227,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Woodlands Road,31601,277,GALI BATU,28,SUNGEI KADUT,V3_future_highest60mins
Thong Bee Road,33249,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Punggol Field,28776,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Field,28771,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Central,40235,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Lim Chu Kang Road,23278,307,MURAI,32,WESTERN WATER CATCHMENT,V3_future_highest60mins
Lim Chu Kang Road,14803,307,MURAI,32,WESTERN WATER CATCHMENT,V3_future_highest60mins
Mandai Road,15481,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Mandai Road,34095,327,NEE SOON,55,YISHUN,V3_future_highest60mins
,34097,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Nee Soon Road,17240,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
,28777,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Road,40885,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
,40234,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Edgedale Plains,41001,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Mandai Road,15484,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Mandai Road,14964,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Punggol Walk,28781,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Road,40236,292,PUNGGOL TOWN CENTRE,16,PUNGGOL,V3_future_highest60mins
Punggol North Avenue,42298,293,PUNGGOL CANAL,16,PUNGGOL,V3_future_highest60mins
Choa Chu Kang Way,33815,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Choa Chu Kang Way,25216,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
,30244,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Upper Thomson Road,14990,327,NEE SOON,55,YISHUN,V3_future_highest60mins
,34729,262,SELETAR,18,SELETAR,V3_future_highest60mins
Seletar Link,25519,262,SELETAR,18,SELETAR,V3_future_highest60mins
Punggol Central,40239,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Choa Chu Kang Way,14499,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
,25215,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Choa Chu Kang North 7,33810,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Nee Soon Road,15005,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
,18196,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
,24227,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
,34728,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
Tampines Expressway,13020,262,SELETAR,18,SELETAR,V3_future_highest60mins
,25518,262,SELETAR,18,SELETAR,V3_future_highest60mins
Punggol Central,40228,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Edgefield Plains,40229,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Edgefield Plains,40245,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Choa Chu Kang Way,25224,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
,30362,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Choa Chu Kang North 7,14557,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
,26933,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
,26952,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
,26947,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
,26301,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
Tampines Expressway,26931,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
Tampines Expressway,34385,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
,40230,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Punggol East,43203,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
,24255,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
,24250,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Tampines Expressway,24251,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Tampines Expressway,34445,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
,34454,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
,34452,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
,13036,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
,35125,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
Sengkang West Drive,37274,262,SELETAR,18,SELETAR,V3_future_highest60mins
,35126,262,SELETAR,18,SELETAR,V3_future_highest60mins
,37187,237,ANCHORVALE,20,SENGKANG,V3_future_highest60mins
Edgefield Plains,40233,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
,41002,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
,26954,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
,24247,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Tampines Expressway,26913,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
,25033,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
,34453,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
Tampines Expressway,13034,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
,40220,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Punggol Central,40224,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Punggol Central,40226,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Springleaf Avenue,17239,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Tampines Expressway,24192,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
,26927,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Punggol Field,41161,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
,40883,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Edgefield Plains,41838,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
Edgefield Plains,40225,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
,40218,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Punggol Drive,41026,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Punggol East,43358,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Upper Thomson Road,14961,327,NEE SOON,55,YISHUN,V3_future_highest60mins
Springleaf Avenue,17242,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Tampines Expressway,26946,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
,24253,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
,24252,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Punggol Road,38578,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
Edgedale Plains,40222,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Springleaf Avenue,17257,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
,26920,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Punggol Field,40880,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
,40877,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Field,38577,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
,40881,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
Lim Chu Kang Road,14800,307,MURAI,32,WESTERN WATER CATCHMENT,V3_future_highest60mins
Upper Thomson Road,14962,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Upper Thomson Road,33246,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Upper Thomson Road,26667,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Tampines Expressway,13035,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Upper Thomson Road,32559,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
,15319,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Thong Soon Green,17303,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Springleaf Avenue,17255,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Punggol Field,41843,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
Punggol Central,41240,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
,35329,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Thong Soon Green,17297,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Springleaf Avenue,17258,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Tampines Expressway,18178,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Upper Thomson Road,13349,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Thong Soon Green,17298,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Tampines Expressway,37398,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol Field,40879,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
,41837,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
Punggol Central,40208,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
,40210,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Jalan Murai,14799,307,MURAI,32,WESTERN WATER CATCHMENT,V3_future_highest60mins
Lentor Avenue,15335,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Lentor Avenue,24466,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Fernvale Street,32328,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
,27971,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Woodlands Road,33139,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Fernvale Street,37265,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
Fernvale Street,37257,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
Anchorvale Street,20448,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
Anchorvale Crescent,36370,237,ANCHORVALE,20,SENGKANG,V3_future_highest60mins
Woodlands Road,24767,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Sengkang West Drive,37271,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
,18175,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Edgefield Plains,41846,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
Edgedale Plains,40196,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
,40204,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
Punggol Central,40195,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
Punggol Central,40207,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Lorong Halus,42797,242,PASIR RIS WAFER FAB PARK,14,PASIR RIS,V3_future_highest60mins
Lim Chu Kang Road,14797,307,MURAI,32,WESTERN WATER CATCHMENT,V3_future_highest60mins
,27964,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Woodlands Road,27966,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Anchorvale Street,37262,237,ANCHORVALE,20,SENGKANG,V3_future_highest60mins
,37397,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Tampines Expressway,18176,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
Edgedale Plains,40206,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
Lim Chu Kang Road,14809,307,MURAI,32,WESTERN WATER CATCHMENT,V3_future_highest60mins
Choa Chu Kang Street 62,25592,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Sengkang West Drive,37268,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
Anchorvale Street,28862,237,ANCHORVALE,20,SENGKANG,V3_future_highest60mins
,39418,275,MATILDA,16,PUNGGOL,V3_future_highest60mins
Punggol East,43475,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
,27969,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
,27967,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Lentor Avenue,20403,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Anchorvale Street,28871,237,ANCHORVALE,20,SENGKANG,V3_future_highest60mins
Anchorvale Street,18146,237,ANCHORVALE,20,SENGKANG,V3_future_highest60mins
Tampines Expressway,37400,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
Punggol Road,38248,236,SENGKANG TOWN CENTRE,20,SENGKANG,V3_future_highest60mins
,30336,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,V3_future_highest60mins
Choa Chu Kang North 6,14546,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,V3_future_highest60mins
,27970,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
,32720,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Jalan Tari Serimpi,23700,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
,28875,237,ANCHORVALE,20,SENGKANG,V3_future_highest60mins
Anchorvale Street,18214,237,ANCHORVALE,20,SENGKANG,V3_future_highest60mins
,28853,237,ANCHORVALE,20,SENGKANG,V3_future_highest60mins
,38247,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
Punggol East,40197,276,WATERWAY EAST,16,PUNGGOL,V3_future_highest60mins
Choa Chu Kang Street 52,30358,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,V3_future_highest60mins
Choa Chu Kang Street 64,36349,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Choa Chu Kang North 6,33491,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Woodlands Road,30388,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Seletar Expressway,13133,258,YIO CHU KANG NORTH,52,ANG MO KIO,V3_future_highest60mins
,13434,238,SENGKANG WEST,20,SENGKANG,V3_future_highest60mins
Anchorvale Link,28876,237,ANCHORVALE,20,SENGKANG,V3_future_highest60mins
,38251,240,PUNGGOL FIELD,16,PUNGGOL,V3_future_highest60mins
Choa Chu Kang Street 54,14531,256,CHOA CHU KANG NORTH,9,CHOA CHU KANG,V3_future_highest60mins
Choa Chu Kang North 6,14544,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
,30387,241,YEW TEE,9,CHOA CHU KANG,V3_future_highest60mins
Seletar Expressway,13122,258,YIO CHU KANG NORTH,52,ANG MO KIO,V3_future_highest60mins
Anchorvale Link,34789,237,ANCHORVALE,20,SENGKANG,V3_future_highest60mins
Anchorvale Street,26630,237,ANCHORVALE,20,SENGKANG,V3_future_highest60mins
,26647,236,SENGKANG TOWN CENTRE,20,SENGKANG,V3_future_highest60mins
Compassvale Crescent,18198,236,SENGKANG TOWN CENTRE,20,SENGKANG,V3_future_highest60mins
Lentor Interchange,13124,291,SPRINGLEAF,55,YISHUN,V3_future_highest60mins
Sengkang West Way,27404,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
,27398,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
Sengkang West Way,27396,239,FERNVALE,20,SENGKANG,V3_future_highest60mins
Compassvale Street,14146,236,SENGKANG TOWN CENTRE,20,SENGKANG,V3_future_highest60mins
Compassvale Street,30652,236,SENGKANG TOWN CENTRE,20,SENGKANG,V3_future_highest60mins
